"source_file","contract_number","contract_id","contract_subject","contract_domain","supplier_name","supplier_id","item_id","item_type","item_description","item_sku","quantity","unit_price","total_price","has_discount","discount_type","discount_value","original_price","discounted_price","is_bundle","bundle_components","is_multi_year","duration_years","total_price_multi_year","annual_rate","classification_label","class_l1","class_l2","class_l3","class_confidence_level","class_final_score","class_method","class_timestamp","class_macro_type"
"01. Batch 1/7010219479/acq_all_oda/OFFERTA.pdf","7010219479","701021947902","Offerta economica: Allestimenti Multi Video Conferenza presso gli Uffici Giudiziari del Ministero della Giustizia Manutenzione aule DOG e sale DAP anno 2025","telecomunicazioni","N&C","33480386043428","7010219479020008","SERVICE","Manutenzione Sala Penitenziaria ""Tipo 2""","","175.0","370.08","63653.76","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/INFRASTRUCTURE_SERVICES/MAINTENANCE","SERVIZIO","INFRASTRUCTURE_SERVICES","MAINTENANCE","MEDIUM","0.5807005534172058","intelligent_multi_step","2025-10-28T21:20:04.041836","SERVICE"
"01. Batch 1/7010219479/acq_all_oda/OFFERTA.pdf","7010219479","701021947902","Offerta economica: Allestimenti Multi Video Conferenza presso gli Uffici Giudiziari del Ministero della Giustizia Manutenzione aule DOG e sale DAP anno 2025","telecomunicazioni","N&C","33480386043428","7010219479020009","SERVICE","Manutenzione Aula Tipo XXL","","8.0","9443.28","75546.24","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/INFRASTRUCTURE_SERVICES/MAINTENANCE","SERVIZIO","INFRASTRUCTURE_SERVICES","MAINTENANCE","MEDIUM","0.5991754183769226","intelligent_multi_step","2025-10-28T21:20:06.720137","SERVICE"
"01. Batch 1/7010219479/acq_all_oda/OFFERTA.pdf","7010219479","701021947902","Offerta economica: Allestimenti Multi Video Conferenza presso gli Uffici Giudiziari del Ministero della Giustizia Manutenzione aule DOG e sale DAP anno 2025","telecomunicazioni","N&C","33480386043428","7010219479020010","SERVICE","Manutenzione Sala Penitenziaria ""Tipo 1""","","291.0","266.76","77627.16","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010219479/acq_all_oda/OFFERTA.pdf","7010219479","701021947902","Offerta economica: Allestimenti Multi Video Conferenza presso gli Uffici Giudiziari del Ministero della Giustizia Manutenzione aule DOG e sale DAP anno 2025","telecomunicazioni","N&C","33480386043428","7010219479020011","SERVICE","Manutenzione Adeguamento sito tipo ""CARTABIA""","","385.0","220.92","85054.2","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/INFRASTRUCTURE_SERVICES/MAINTENANCE","SERVIZIO","INFRASTRUCTURE_SERVICES","MAINTENANCE","MEDIUM","0.7395627250671387","intelligent_multi_step","2025-10-28T21:20:09.900893","SERVICE"
"01. Batch 1/7010219479/acq_all_oda/OFFERTA.pdf","7010219479","701021947902","Offerta economica: Allestimenti Multi Video Conferenza presso gli Uffici Giudiziari del Ministero della Giustizia Manutenzione aule DOG e sale DAP anno 2025","telecomunicazioni","N&C","33480386043428","7010219479020012","SERVICE","Manutenzione Allestimento Add-on Teams","","490.0","188.16","92198.4","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","MEDIUM","0.7496158695220947","intelligent_multi_step","2025-10-28T21:20:13.332102","SERVICE"
"01. Batch 1/7010219479/acq_all_oda/OFFERTA.pdf","7010219479","701021947902","Offerta economica: Allestimenti Multi Video Conferenza presso gli Uffici Giudiziari del Ministero della Giustizia Manutenzione aule DOG e sale DAP anno 2025","telecomunicazioni","N&C","33480386043428","7010219479020013","SERVICE","Manutenzione Aula Tipo L","","21.0","5135.16","107838.36","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010219479/acq_all_oda/OFFERTA.pdf","7010219479","701021947902","Offerta economica: Allestimenti Multi Video Conferenza presso gli Uffici Giudiziari del Ministero della Giustizia Manutenzione aule DOG e sale DAP anno 2025","telecomunicazioni","N&C","33480386043428","7010219479020014","SERVICE","Manutenzione Aula Tipo XL","","20.0","6810.6","136212.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010219479/acq_all_oda/OFFERTA.pdf","7010219479","701021947902","Offerta economica: Allestimenti Multi Video Conferenza presso gli Uffici Giudiziari del Ministero della Giustizia Manutenzione aule DOG e sale DAP anno 2025","telecomunicazioni","N&C","33480386043428","7010219479020015","SERVICE","Manutenzione Aula Estesa","","82.0","4356.36","357221.52","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.7956784982681274","intelligent_multi_step","2025-10-28T21:20:16.194280","SERVICE"
"01. Batch 1/7010219479/acq_all_oda/OFFERTA.pdf","7010219479","701021947902","Offerta economica: Allestimenti Multi Video Conferenza presso gli Uffici Giudiziari del Ministero della Giustizia Manutenzione aule DOG e sale DAP anno 2025","telecomunicazioni","N&C","33480386043428","7010219479020016","SERVICE","Manutenzione Allestimento Add-On Videoregistrazione aule MVC esistenti","","490.0","820.68","402133.2","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/INFRASTRUCTURE_SERVICES/MAINTENANCE","SERVIZIO","INFRASTRUCTURE_SERVICES","MAINTENANCE","MEDIUM","0.638824900150299","deep_reclassification","2025-10-28T21:20:19.611131","SERVICE"
"01. Batch 1/7010219479/acq_all_oda/OFFERTA.pdf","7010219479","701021947902","Offerta economica: Allestimenti Multi Video Conferenza presso gli Uffici Giudiziari del Ministero della Giustizia Manutenzione aule DOG e sale DAP anno 2025","telecomunicazioni","N&C","33480386043428","7010219479020017","SERVICE","Manutenzione Aula Standard","","358.0","3434.64","1229601.12","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/INFRASTRUCTURE_SERVICES/MAINTENANCE","SERVIZIO","INFRASTRUCTURE_SERVICES","MAINTENANCE","HIGH","0.8525902042388915","intelligent_multi_step","2025-10-28T21:20:22.346487","SERVICE"
"01. Batch 1/7010219481/acq_all_oda/7010219481 0000283750 MATICMIND SPA 20250219_v1.pdf","7010219481","701021948101","Fornitura apparati CISCO e relativi Servizi Professionali e di Manutenzione c/o il Cliente Finale ""INSIEL INFORMATICA PER IL SISTEMA DEGLI ENTI LOCALI S.p.A.""","networking","MATICMIND S.P.A.","250387406080783","7010219481010001","SERVICE","Servizio di Manutenzione come da Vs. Offerta sopra indicata. CODICE ESTERNO: VAS-130225-108. FORNITORE: MATICMIND S.p.A. CLIENTE: INSIEL S.p.A. DESTINAZIONE: V. NATISONE, 43 - PALMANOVA (UD).","","5.0","2276.28","11381.4","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/INFRASTRUCTURE_SERVICES/MAINTENANCE","SERVIZIO","INFRASTRUCTURE_SERVICES","MAINTENANCE","MEDIUM","0.6641203422546387","intelligent_multi_step","2025-10-28T21:05:45.076767","SERVICE"
"01. Batch 1/7010219481/acq_all_oda/7010219481 0000283750 MATICMIND SPA 20250219_v1.pdf","7010219481","701021948101","Fornitura apparati CISCO e relativi Servizi Professionali e di Manutenzione c/o il Cliente Finale ""INSIEL INFORMATICA PER IL SISTEMA DEGLI ENTI LOCALI S.p.A.""","networking","MATICMIND S.P.A.","250387406080783","7010219481010002","SERVICE","Servizi Professionali come da Vs. Offerta sopra indicata. CODICE ESTERNO: VAS-130225-108. FORNITORE: MATICMIND S.p.A. CLIENTE: INSIEL S.p.A. DESTINAZIONE: V. NATISONE, 43 - PALMANOVA (UD).","","1.0","15200.0","15200.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010219481/acq_all_oda/7010219481 0000283750 MATICMIND SPA 20250219_v1.pdf","7010219481","701021948101","Fornitura apparati CISCO e relativi Servizi Professionali e di Manutenzione c/o il Cliente Finale ""INSIEL INFORMATICA PER IL SISTEMA DEGLI ENTI LOCALI S.p.A.""","networking","MATICMIND S.P.A.","250387406080783","7010219481010003","HARDWARE","Fornitura Hw/Sw CISCO come da Vs. Offerta sopra indicata. CODICE ESTERNO: VAS-130225-108. FORNITORE: MATICMIND S.p.A. CLIENTE: INSIEL S.p.A. DESTINAZIONE: V. NATISONE, 43 - PALMANOVA (UD).","","1.0","78240.94","78240.94","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/SECURITY","HW","NETWORKING","SECURITY","MEDIUM","0.7420924935340882","intelligent_multi_step","2025-10-28T21:05:48.483379","HARDWARE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020001","HARDWARE","Catalyst Stack Power Cable 30 CM (Scorta)","CAB-SPWR-30CM","1.0","41.58","41.58","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/SWITCHES","HW","NETWORKING","SWITCHES","HIGH","0.8491317987442016","intelligent_multi_step","2025-10-28T19:58:01.178813","HARDWARE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020002","HARDWARE","Console Cable 6ft with USB Type A and mini-B (Scorta)","CAB-CONSOLE-USB","1.0","43.76","43.76","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/WIRELESS","HW","NETWORKING","WIRELESS","HIGH","0.8500145196914672","intelligent_multi_step","2025-10-28T19:57:54.771401","HARDWARE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020003","HARDWARE","Catalyst Stack Power Cable 30 CM","CAB-SPWR-30CM","2.0","41.58","83.16","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020004","HARDWARE","CAVO FIBRA OTTICA LC A LC MULTIMODE DUPLEX 50/125 MT.5 OM4","DK2533054","4.0","21.15","84.6","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/INFRASTRUCTURE/CABLING","HW","INFRASTRUCTURE","CABLING","HIGH","0.7646601595878602","intelligent_multi_step","2025-10-28T19:59:05.207027","HARDWARE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020005","HARDWARE","Console Cable 6ft with USB Type A and mini-B","CAB-CONSOLE-USB","2.0","43.76","87.52","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020006","HARDWARE","1M Type 1 Stacking Cable","STACK-T1-1M","2.0","87.52","175.04","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/SWITCHES","HW","NETWORKING","SWITCHES","HIGH","0.9284185400009156","intelligent_multi_step","2025-10-28T20:01:07.203909","HARDWARE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020007","HARDWARE","1M Type 3 Stacking Cable, for C9300L","STACK-T3-1M","4.0","87.52","350.08","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/SWITCHES","HW","NETWORKING","SWITCHES","HIGH","0.8862442374229431","intelligent_multi_step","2025-10-28T20:01:10.705837","HARDWARE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020008","HARDWARE","1000BASE-SX SFP transceiver module, MMF, 850nm, DOM (Scorta)","GLC-SX-MMD=","2.0","218.81","437.62","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/OPTICAL","HW","NETWORKING","OPTICAL","HIGH","0.9434511823654176","intelligent_multi_step","2025-10-28T19:59:26.231340","HARDWARE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020009","SOFTWARE","C9300L Cisco DNA Essentials, 48-port, 3 Year Term license (Scorta)","C9300L-DNA-E-48-3Y","1.0","490.13","490.13","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SW/SECURITY/NETWORK_SECURITY","SW","SECURITY","NETWORK_SECURITY","MEDIUM","0.6964724538326263","intelligent_multi_step","2025-10-28T19:56:40.477966","SOFTWARE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020010","HARDWARE","715W AC 80+ platinum Config 1 SecondaryPower Supply (Scorta)","PWR-C1-715WAC-P/2","1.0","547.02","547.02","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/INFRASTRUCTURE/POWER","HW","INFRASTRUCTURE","POWER","HIGH","0.8466036639213562","intelligent_multi_step","2025-10-28T20:00:32.138544","HARDWARE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020011","HARDWARE","350W AC 80+ platinum Config 1 Secondary Power Supply","PWR-C1-350WAC-P/2","2.0","284.45","568.9","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/INFRASTRUCTURE/POWER","HW","INFRASTRUCTURE","POWER","HIGH","0.8743049545288086","intelligent_multi_step","2025-10-28T20:00:29.028913","HARDWARE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020012","HARDWARE","Cisco Catalyst 9300L Stacking Kit (Scorta)","C9300L-STACK-KIT","1.0","571.1","571.1","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/SWITCHES","HW","NETWORKING","SWITCHES","HIGH","0.9760478954315186","intelligent_multi_step","2025-10-28T19:56:44.045517","HARDWARE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020013","HARDWARE","10GBASE-SR SFP Module (Scorta)","SFP-10G-SR=","2.0","435.43","870.86","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/OPTICAL","HW","NETWORKING","OPTICAL","HIGH","0.9373322410583496","intelligent_multi_step","2025-10-28T20:01:00.274850","HARDWARE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020014","SOFTWARE","C9300L Cisco DNA Essentials, 48-port, 3 Year Term license","C9300L-DNA-E-48-3Y","2.0","490.13","980.26","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020015","HARDWARE","715W AC 80+ platinum Config 1 SecondaryPower Supply","PWR-C1-715WAC-P/2","2.0","547.02","1094.04","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020016","HARDWARE","Catalyst 9300 8 x 10G/25G Network Module SFP+/SFP28 (Scorta)","C9300X-NM-8Y","1.0","1115.93","1115.93","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/SWITCHES","HW","NETWORKING","SWITCHES","HIGH","0.9411434841156006","intelligent_multi_step","2025-10-28T19:56:57.226799","HARDWARE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020017","HARDWARE","350W AC 80+ platinum Config 1 Secondary Power Supply","PWR-C1-350WAC-P/2","4.0","284.45","1137.8","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020018","HARDWARE","Cisco Catalyst 9300L Stacking Kit","C9300L-STACK-KIT","2.0","571.1","1142.2","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020019","SOFTWARE","C9300 DNA Advantage, 48-Port, 3 Year Term License (Scorta)","C9300-DNA-A-48-3Y","1.0","1649.83","1649.83","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SW/SECURITY/NETWORK_SECURITY","SW","SECURITY","NETWORK_SECURITY","MEDIUM","0.6797103328704834","intelligent_multi_step","2025-10-28T19:56:27.555296","SOFTWARE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020020","HARDWARE","10GBASE-SR SFP Module","SFP-10G-SR=","4.0","435.43","1741.72","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020021","HARDWARE","Catalyst 9300 8 x 10G/25G Network Module SFP+/SFP28","C9300X-NM-8Y","2.0","1115.93","2231.86","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020022","HARDWARE","Cisco Catalyst 9300L Stacking Kit","C9300L-STACK-KIT","4.0","571.1","2284.4","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020023","SERVICE","Servizi da remoto di MAC sugli switch in fornitura. Copertura del servizio dal lunedì - venerdì nelle seguenti modalità: feriali dalle 08:30 alle 17:30, festivi esclusi. Intervento da remoto con preavviso minimo di 3 giorni lavorativi. Numero di gettoni annuali pari a 5. Durata del contratto 48 mesi.","MM-SER-","1.0","0.0","2850.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/INFRASTRUCTURE_SERVICES/INSTALLATION","SERVIZIO","INFRASTRUCTURE_SERVICES","INSTALLATION","HIGH","0.7565780649185181","intelligent_multi_step","2025-10-28T20:00:10.851566","SERVICE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020024","SERVICE","Verifica semestrale (2 volte l'anno) del rilascio di nuove release software messe a disposizione dai produttori per risolvere problemi di vulnerabilità della sicurezza. A seguito dell'analisi sopra menzionata e in presenza di nuove release software messe a disposizione dai produttori per risolvere problemi di vulnerabilità della sicurezza, esecuzione fuori orario lavorativo dell'aggiornamento del software consigliato, in accordo con il personale tecnico e secondo le modalità concordate. Durata del contratto 48 mesi. Project Management. Raccolta requisiti, definizione delle modalità operative di migrazione e condivisione GANNT interventi; Stesura e condivisione di in un breve documento che descrive le procedure che verranno attuate e le tempistiche di intervento concordate. Adeguamento delle configurazioni presenti sugli switch attuali ai nuovi modelli di switch e preparazione delle configurazioni. Preparazione delle configurazioni dei nuovi switch in Sala 112/118 (switch attualmente non presenti). Installazione e configurazione switch in fornitura.","MM-TS","1.0","0.0","2950.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","MEDIUM","0.7386605615615844","intelligent_multi_step","2025-10-28T20:00:19.318514","SERVICE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020025","SOFTWARE","C9300L Cisco DNA Advantage, 48-port, 3 Year Term license","C9300L-DNA-A-48-3Y","2.0","1649.83","3299.66","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SW/SECURITY/NETWORK_SECURITY","SW","SECURITY","NETWORK_SECURITY","MEDIUM","0.6881900479793549","intelligent_multi_step","2025-10-28T19:56:37.703737","SOFTWARE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020026","HARDWARE","Catalyst 9300L 48p PoE, Network Essentials, 4x10G Uplink (Scorta)","C9300L-48P-4X-E","1.0","4080.24","4080.24","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/SWITCHES","HW","NETWORKING","SWITCHES","HIGH","0.940044204711914","intelligent_multi_step","2025-10-28T19:56:31.418443","HARDWARE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020027","HARDWARE","Catalyst 9300 48-port mGig data only, Network Advantage (Scorta)","C9300X-48TX-A","1.0","5961.04","5961.04","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/SWITCHES","HW","NETWORKING","SWITCHES","HIGH","0.9420348224639892","intelligent_multi_step","2025-10-28T19:56:50.467979","HARDWARE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020028","SOFTWARE","C9300L Cisco DNA Advantage, 48-port, 3 Year Term license","C9300L-DNA-A-48-3Y","4.0","1649.83","6599.32","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020029","HARDWARE","Catalyst 9300L 48p data, Network Advantage, 4x10G Uplink","C9300L-48T-4X-A","2.0","3437.01","6874.02","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/SWITCHES","HW","NETWORKING","SWITCHES","HIGH","0.943374472618103","intelligent_multi_step","2025-10-28T19:56:34.859221","HARDWARE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020030","HARDWARE","Catalyst 9300L 48p PoE, Network Essentials, 4x10G Uplink","C9300L-48P-4X-E","2.0","4080.24","8160.48","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020031","SERVICE","Servizi da remoto di MAC sugli switch in fornitura - Nota gettoni: Le attività legate a questi gettoni quotati nella riga precedente sono di tipo minor change. Per richieste di attività differenti, sono previsti servizi di consulenza specifici da concordare e contrattualizzare separatamente. Un gettone copre una singola attività della durata max di 4 ore. Se l'intervento richiesto richiede un tempo maggiore, verranno scalati altri gettoni in rapporto alla durata effettiva dell'attività svolta. Ad ogni richiesta deve essere associata una singola modifica da eseguire; a fronte di una richiesta che prevede modifiche plurime, viene scalato un numero di gettoni corrispondente alle modifiche richieste. I gettoni danno diritto ad un servizio di supporto telefonico/telematico da remoto in orario lavorativo standard. Non è previsto intervento on site o attività fuori orario lavorativo standard. A cura del cliente la disponibilità di accesso remoto agli apparati mediante connettività VPN in tutti i siti oggetto del servizio.","MM-SER-","1.0","0.0","9400.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020032","SERVICE","Servizio di Assistenza Tecnica e Manutenzione a cura Maticmind con l'utilizzo delle scorte in fornitura che includerà le seguenti attività: Supporto Specialistico per diagnosi/troubleshooting di II livello a carico Maticmind; Supporto specialistico per diagnosi/troubleshooting di II livello con escalation al III livello del Vendor (TAC) - prevede la sottoscrizione di contratti di supporto con il Vendor. Copertura del servizio dal lunedì - domenica nelle seguenti modalità: feriali e festivi dalle 00:00 alle 24:00. In caso di guasto il ripristino hardware verrà effettuato entro 4 ore. Durata del contratto 48 mesi.","","1.0","0.0","11381.34","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.9107750606536864","intelligent_multi_step","2025-10-28T21:01:20.038046","SERVICE"
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020033","HARDWARE","Catalyst 9300 48-port mGig data only, Network Advantage","C9300X-48TX-A","2.0","5961.04","11922.08","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010219481/acq_all_oda/RiepilogoOfferta_MM-INSIEL.pdf","7010219481","701021948102","Fornitura CISCO e relativi servizi","networking","MATICMIND","250387406080783","7010219481020034","HARDWARE","Catalyst 9300L 48p data, Network Advantage, 4x10G Uplink","C9300L-48T-4X-A","4.0","3437.01","13748.04","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
